clean_text,category
can anyone but diehard modi bhakt interested this tamasha just dont get this infantilization politics and the media applauding ,1
modi warns against fake promises made opposition parties ,-1
now ’ use the prime minister’ statement court prevent extradition well done modi for making vijay mallya’ case for him ,0
fully vindicated modi his govt recovered more than what allegedly owe banks says vijay mallya ,1
interesting that while aarti patel’ name was included antimodi statement she has been participating the campaign launched modi urging people come out and vote during the lok sabha elections,1
least had any one instructor frm this team they might saved frm this all disaster,-1
will make success tomorrows modi campaign kin militarys retired person will join this election and first vote going cast narendra modi,1
‘chowkidar criminals’ continues attack modi ,0
"this time modi lahar much higher than the 2014 lok sabha election youth with modi jee 
bjp 400 vote aap bhi dena desh naam will not tell anyone right jee",1
"report card ndaii nutshell read more
",1
2004 2014 100 terrorist attack happen india 900 security personnel common people diedbut what step against terrorist taken then upa govt only modi govt take bold step against terrorism done surgical strike air strikemfn next step final strike ,1
challenge modi come and contest kerala ,0
chowkidar not chowkidaar chor fakendra modi ,0
aisa kehte hei kismat apne aap usko banwa deti hei bjp cadre will accept him happily also doer like modi ,1
proud chowkidar left job and will campaign for modi will any body for papu naa naa because candidates matter not dynasty ,1
third aug18mar19 asias richest municipality 370000000000year revenue shit shit stagnant but drinking water and 2016 when 2019 ,-1
allowed flee diluting the lookout notice against him made cbi sabotage the case against mallya now intentionally making statements that mallya will use court prevent his extradition chowkidar hellbent protecting the chor ,0
dont worry modi shall certainly win for sure ,1
going back play god war some more beat magni and modi yesterday and atreus sick close getting the blades chaos,-1
shri claims that contesting from wayanad “congressbjp conspiracy” weaken the opposition rai sahab why did contest from varanasi 2014 against modi who directed that conspiracy which was meant split opposition votes ,0
they modi and shah have ruined the country five years pitted one caste against another and one community versus another modi led the most corrupt government the last years said ,0
